## Comments
## ClipGeometrySegmentTest

## [InputGeom] nvarchar(1000) NOT NULL
## [StartMeasure] float NOT NULL
## [EndMeasure] float NOT NULL
## [ExpectedGeom] nvarchar(1000) NOT NULL

## Each line represents one test data to be inserted in DB
## Parameter Separator ||
## Should follow the same order of parameter; white space at the start and end of each param will be truncated                                                                                         
## [InputGeom]                                                              ||[StartMeasure]    ||[EndMeasure]  ||[Tolerance]   ||[ExpectedGeom]                                                       ||[Comments]
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||15                ||20            ||0.5           ||LINESTRING (15 1 NULL 15, 20 1 NULL 20)                              ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||12                ||15            ||0.5           ||LINESTRING (12.000000000000002 1 12, 15 1 15)                        ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||10                ||14            ||0.5           ||LINESTRING (10 1 NULL 10, 14 1 NULL 14)                              ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||11                ||15            ||0.5           ||LINESTRING (11 1 NULL 11, 15 1 NULL 15)                              ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||13                ||17            ||0.5           ||LINESTRING (13 1 NULL 13, 17 1 NULL 17)                              ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||14                ||16            ||0.5           ||LINESTRING (14 1 NULL 14, 16 1 NULL 16)                              ||
LINESTRING (10 1 NULL 10, 25 1 NULL 25)                                     ||14                ||16            ||0.5           ||LINESTRING (14 1 NULL 14, 16 1 NULL 16)                              ||
LINESTRING (100 50 NULL 100, 150 50 NULL 150)                               ||101               ||120           ||0.5           ||LINESTRING (101 50 NULL 101, 120 50 NULL 120)                        ||
LINESTRING (200000 100000 0, 200500 100000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100000 0, 200500 100000 500)                      ||
LINESTRING (200000 100000 0, 200000 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100000 0, 200000 100500 500)                      ||
LINESTRING (200000 100000 0, 200000 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100000 0, 200000 100500 500)                      ||
LINESTRING (200000 100500 0, 200500 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100500 0, 200500 100500 500)                      ||
LINESTRING (200000 100500 0, 200000 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100500 0, 200000 101000 500)                      ||
LINESTRING (200000 100500 0, 200000 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 100500 0, 200000 101000 500)                      ||
LINESTRING (200000 101000 0, 200500 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101000 0, 200500 101000 500)                      ||
LINESTRING (200000 101000 0, 200000 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101000 0, 200000 101500 500)                      ||
LINESTRING (200000 101000 0, 200000 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101000 0, 200000 101500 500)                      ||
LINESTRING (200000 101500 0, 200500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101500 0, 200500 101500 500)                      ||
LINESTRING (200000 101500 0, 200500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101500 0, 200500 101500 500)                      ||
LINESTRING (200000 101500 0, 200000 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101500 0, 200000 102000 500)                      ||
LINESTRING (200000 101500 0, 200000 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 101500 0, 200000 102000 500)                      ||
LINESTRING (200000 102000 0, 200500 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102000 0, 200500 102000 500)                      ||
LINESTRING (200000 102000 0, 200000 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102000 0, 200000 102500 500)                      ||
LINESTRING (200000 102000 0, 200000 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102000 0, 200000 102500 500)                      ||
LINESTRING (200000 102500 0, 200500 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102500 0, 200500 102500 500)                      ||
LINESTRING (200000 102500 0, 200000 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102500 0, 200000 103000 500)                      ||
LINESTRING (200000 102500 0, 200000 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 102500 0, 200000 103000 500)                      ||
LINESTRING (200000 103000 0, 200500 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 103000 0, 200500 103000 500)                      ||
LINESTRING (200000 103000 0, 200000 103500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 103000 0, 200000 103500 500)                      ||
LINESTRING (200000 103000 0, 200000 103500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 103000 0, 200000 103500 500)                      ||
LINESTRING (220000 103975 0, 218625 103975 1375)                            ||0                 ||1375          ||0.5           ||LINESTRING (220000 103975 0, 218625 103975 1375)                     ||
LINESTRING (220000 103975 0, 218625 103975 1375)                            ||0                 ||1375          ||0.5           ||LINESTRING (220000 103975 0, 218625 103975 1375)                     ||
LINESTRING (200000 103975 0, 200000 103500 475)                             ||0                 ||475           ||0.5           ||LINESTRING (200000 103975 0, 200000 103500 475)                      ||
LINESTRING (200000 104000 0, 205500 104000 5500)                            ||0                 ||5500          ||0.5           ||LINESTRING (200000 104000 0, 205500 104000 5500)                     ||
LINESTRING (200000 104000 0, 205500 104000 5500)                            ||0                 ||5000          ||0.5           ||LINESTRING (200000 104000 0, 205000 104000 5000)                     ||
LINESTRING (200000 104000 0, 205500 104000 5500)                            ||5000              ||5500          ||0.5           ||LINESTRING (205000 104000 5000, 205500 104000 5500)                  ||
LINESTRING (200000 104000 0, 200000 103975 25)                              ||0                 ||25            ||0.5           ||LINESTRING (200000 104000 0, 200000 103975 25)                       ||
LINESTRING (200000 104500 0, 200000 104000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200000 104500 0, 200000 104000 500)                      ||
LINESTRING (220000 110000 0, 220000 112000 2000)                            ||0                 ||2000          ||0.5           ||LINESTRING (220000 110000 0, 220000 112000 2000)                     ||
LINESTRING (220000 113000 0, 220000 114000 1000)                            ||0                 ||1000          ||0.5           ||LINESTRING (220000 113000 0, 220000 114000 1000)                     ||
LINESTRING (220000 114000 0, 220000 115000 1000)                            ||0                 ||1000          ||0.5           ||LINESTRING (220000 114000 0, 220000 115000 1000)                     ||
LINESTRING (200500 100000 0, 201000 100000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 100000 0, 201000 100000 500)                      ||
LINESTRING (200500 100000 0, 200500 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 100000 0, 200500 100500 500)                      ||
LINESTRING (200500 100500 0, 201000 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 100500 0, 201000 100500 500)                      ||
LINESTRING (200500 100500 0, 200500 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 100500 0, 200500 101000 500)                      ||
LINESTRING (200500 101000 0, 201000 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 101000 0, 201000 101000 500)                      ||
LINESTRING (200500 101000 0, 200500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 101000 0, 200500 101500 500)                      ||
LINESTRING (200500 101500 0, 201000 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 101500 0, 201000 101500 500)                      ||
LINESTRING (200500 101500 0, 201000 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 101500 0, 201000 101500 500)                      ||
LINESTRING (200500 101500 0, 200500 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 101500 0, 200500 102000 500)                      ||
LINESTRING (200500 102000 0, 201000 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 102000 0, 201000 102000 500)                      ||
LINESTRING (200500 102000 0, 200500 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 102000 0, 200500 102500 500)                      ||
LINESTRING (200500 102500 0, 201000 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 102500 0, 201000 102500 500)                      ||
LINESTRING (200500 102500 0, 200500 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 102500 0, 200500 103000 500)                      ||
LINESTRING (200500 103000 0, 201000 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (200500 103000 0, 201000 103000 500)                      ||
LINESTRING (201000 100000 0, 201500 100000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 100000 0, 201500 100000 500)                      ||
LINESTRING (201000 100000 0, 201000 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 100000 0, 201000 100500 500)                      ||
LINESTRING (201000 100500 0, 201500 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 100500 0, 201500 100500 500)                      ||
LINESTRING (201000 100500 0, 201000 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 100500 0, 201000 101000 500)                      ||
LINESTRING (201000 101000 0, 201500 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 101000 0, 201500 101000 500)                      ||
LINESTRING (201000 101000 0, 201000 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 101000 0, 201000 101500 500)                      ||
LINESTRING (201000 101500 0, 201500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 101500 0, 201500 101500 500)                      ||
LINESTRING (201000 101500 0, 201500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 101500 0, 201500 101500 500)                      ||
LINESTRING (201000 101500 0, 201000 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 101500 0, 201000 102000 500)                      ||
LINESTRING (201000 102000 0, 201500 102000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 102000 0, 201500 102000 500)                      ||
LINESTRING (201000 102000 0, 201000 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 102000 0, 201000 102500 500)                      ||
LINESTRING (201000 102500 0, 201500 102500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 102500 0, 201500 102500 500)                      ||
LINESTRING (201000 102500 0, 201000 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 102500 0, 201000 103000 500)                      ||
LINESTRING (201000 103000 0, 201500 103000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201000 103000 0, 201500 103000 500)                      ||
LINESTRING (201500 100000 0, 202000 100000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 100000 0, 202000 100000 500)                      ||
LINESTRING (201500 100000 0, 201500 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 100000 0, 201500 100500 500)                      ||
LINESTRING (201500 100500 0, 202000 100500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 100500 0, 202000 100500 500)                      ||
LINESTRING (201500 100500 0, 201500 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 100500 0, 201500 101000 500)                      ||
LINESTRING (201500 101000 0, 202000 101000 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 101000 0, 202000 101000 500)                      ||
LINESTRING (201500 101000 0, 201500 101500 500)                             ||0                 ||500           ||0.5           ||LINESTRING (201500 101000 0, 201500 101500 500)                      ||
